source_version,category,source_file,source_reference,section_id,heading_level,section_path,heading,classification,canonical_skill_ids,lesson_ids,review_status,notes
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Statements.xhtml,ReferenceManual/Statements.xhtml#Availability-Condition,referencemanual-statements-xhtml.026.availability-condition,2,Statements > Availability Condition,Availability Condition,teachable,swift.availability.condition,swift.availability.condition,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#declarations,referencemanual-declarations-xhtml.001.declarations,1,Declarations,Declarations,context,,,reviewed-no-lesson,"Reviewed as chapter grouping, grammar notation, or formal summary; no distinct interaction required."
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Top-Level-Code,referencemanual-declarations-xhtml.002.top-level-code,2,Declarations > Top-Level Code,Top-Level Code,teachable,swift.bindings.constants,swift.bindings.constants,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Code-Blocks,referencemanual-declarations-xhtml.003.code-blocks,2,Declarations > Code Blocks,Code Blocks,teachable,swift.conditionals.if-else,swift.conditionals.if-else,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Import-Declaration,referencemanual-declarations-xhtml.004.import-declaration,2,Declarations > Import Declaration,Import Declaration,teachable,swift.declarations.import,swift.declarations.import,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Constant-Declaration,referencemanual-declarations-xhtml.005.constant-declaration,2,Declarations > Constant Declaration,Constant Declaration,teachable,swift.bindings.constants,swift.bindings.constants,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Variable-Declaration,referencemanual-declarations-xhtml.006.variable-declaration,2,Declarations > Variable Declaration,Variable Declaration,teachable,swift.bindings.constants,swift.bindings.constants,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Stored-Variables-and-Stored-Variable-Properties,referencemanual-declarations-xhtml.007.stored-variables-and-stored-variable-properties,3,Declarations > Variable Declaration > Stored Variables and Stored Variable Properties,Stored Variables and Stored Variable Properties,teachable,swift.properties.stored,swift.properties.stored,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Computed-Variables-and-Computed-Properties,referencemanual-declarations-xhtml.008.computed-variables-and-computed-properties,3,Declarations > Variable Declaration > Computed Variables and Computed Properties,Computed Variables and Computed Properties,teachable,swift.properties.computed,swift.properties.computed,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Stored-Variable-Observers-and-Property-Observers,referencemanual-declarations-xhtml.009.stored-variable-observers-and-property-observers,3,Declarations > Variable Declaration > Stored Variable Observers and Property Observers,Stored Variable Observers and Property Observers,teachable,swift.properties.observers,swift.properties.observers,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Type-Variable-Properties,referencemanual-declarations-xhtml.010.type-variable-properties,3,Declarations > Variable Declaration > Type Variable Properties,Type Variable Properties,teachable,swift.properties.type-syntax,swift.properties.type-syntax,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Type-Alias-Declaration,referencemanual-declarations-xhtml.011.type-alias-declaration,2,Declarations > Type Alias Declaration,Type Alias Declaration,teachable,swift.types.alias,swift.types.alias,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Function-Declaration,referencemanual-declarations-xhtml.012.function-declaration,2,Declarations > Function Declaration,Function Declaration,teachable,swift.functions.define-call,swift.functions.define-call,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Parameter-Names,referencemanual-declarations-xhtml.013.parameter-names,3,Declarations > Function Declaration > Parameter Names,Parameter Names,teachable,swift.functions.argument-label|swift.functions.omit-label,swift.functions.argument-label|swift.functions.omit-label,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Parameter-Modifiers,referencemanual-declarations-xhtml.014.parameter-modifiers,3,Declarations > Function Declaration > Parameter Modifiers,Parameter Modifiers,teachable,swift.functions.inout-parameter|swift.ownership.borrowing|swift.ownership.consuming,swift.functions.inout-parameter|swift.ownership.borrowing|swift.ownership.consuming,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#In-Out-Parameters,referencemanual-declarations-xhtml.015.in-out-parameters,4,Declarations > Function Declaration > Parameter Modifiers > In-Out Parameters,In-Out Parameters,teachable,swift.functions.inout-parameter|swift.functions.inout-call,swift.functions.inout-parameter|swift.functions.inout-call,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Borrowing-and-Consuming-Parameters,referencemanual-declarations-xhtml.016.borrowing-and-consuming-parameters,4,Declarations > Function Declaration > Parameter Modifiers > Borrowing and Consuming Parameters,Borrowing and Consuming Parameters,teachable,swift.ownership.borrowing|swift.ownership.consuming,swift.ownership.borrowing|swift.ownership.consuming,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Special-Kinds-of-Parameters,referencemanual-declarations-xhtml.017.special-kinds-of-parameters,3,Declarations > Function Declaration > Special Kinds of Parameters,Special Kinds of Parameters,teachable,swift.functions.default-parameter|swift.functions.variadic|swift.closures.autoclosure,swift.functions.default-parameter|swift.functions.variadic|swift.closures.autoclosure,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Special-Kinds-of-Methods,referencemanual-declarations-xhtml.018.special-kinds-of-methods,3,Declarations > Function Declaration > Special Kinds of Methods,Special Kinds of Methods,teachable,swift.methods.mutating|swift.methods.type,swift.methods.mutating|swift.methods.type,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Methods-with-Special-Names,referencemanual-declarations-xhtml.019.methods-with-special-names,3,Declarations > Function Declaration > Methods with Special Names,Methods with Special Names,teachable,swift.methods.call-as-function,swift.methods.call-as-function,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Throwing-Functions-and-Methods,referencemanual-declarations-xhtml.020.throwing-functions-and-methods,3,Declarations > Function Declaration > Throwing Functions and Methods,Throwing Functions and Methods,teachable,swift.errors.throwing-declaration|swift.errors.typed-throws,swift.errors.throwing-declaration|swift.errors.typed-throws,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Rethrowing-Functions-and-Methods,referencemanual-declarations-xhtml.021.rethrowing-functions-and-methods,3,Declarations > Function Declaration > Rethrowing Functions and Methods,Rethrowing Functions and Methods,teachable,swift.errors.rethrows,swift.errors.rethrows,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Asynchronous-Functions-and-Methods,referencemanual-declarations-xhtml.022.asynchronous-functions-and-methods,3,Declarations > Function Declaration > Asynchronous Functions and Methods,Asynchronous Functions and Methods,teachable,swift.concurrency.async-function,swift.concurrency.async-function,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Functions-that-Never-Return,referencemanual-declarations-xhtml.023.functions-that-never-return,3,Declarations > Function Declaration > Functions that Never Return,Functions that Never Return,teachable,swift.functions.never,swift.functions.never,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Enumeration-Declaration,referencemanual-declarations-xhtml.024.enumeration-declaration,2,Declarations > Enumeration Declaration,Enumeration Declaration,teachable,swift.enums.syntax,swift.enums.syntax,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Enumerations-with-Cases-of-Any-Type,referencemanual-declarations-xhtml.025.enumerations-with-cases-of-any-type,3,Declarations > Enumeration Declaration > Enumerations with Cases of Any Type,Enumerations with Cases of Any Type,teachable,swift.enums.associated-values,swift.enums.associated-values,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Enumerations-with-Indirection,referencemanual-declarations-xhtml.026.enumerations-with-indirection,4,Declarations > Enumeration Declaration > Enumerations with Cases of Any Type > Enumerations with Indirection,Enumerations with Indirection,teachable,swift.enums.recursive-indirect,swift.enums.recursive-indirect,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Enumerations-with-Cases-of-a-Raw-Value-Type,referencemanual-declarations-xhtml.027.enumerations-with-cases-of-a-raw-value-type,3,Declarations > Enumeration Declaration > Enumerations with Cases of a Raw-Value Type,Enumerations with Cases of a Raw-Value Type,teachable,swift.enums.raw-character,swift.enums.raw-character,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Accessing-Enumeration-Cases,referencemanual-declarations-xhtml.028.accessing-enumeration-cases,3,Declarations > Enumeration Declaration > Accessing Enumeration Cases,Accessing Enumeration Cases,teachable,swift.enums.inferred-case,swift.enums.inferred-case,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Structure-Declaration,referencemanual-declarations-xhtml.029.structure-declaration,2,Declarations > Structure Declaration,Structure Declaration,teachable,swift.types.structure-definition,swift.types.structure-definition,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Class-Declaration,referencemanual-declarations-xhtml.030.class-declaration,2,Declarations > Class Declaration,Class Declaration,teachable,swift.types.class-definition,swift.types.class-definition,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Actor-Declaration,referencemanual-declarations-xhtml.031.actor-declaration,2,Declarations > Actor Declaration,Actor Declaration,teachable,swift.concurrency.actor,swift.concurrency.actor,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Protocol-Declaration,referencemanual-declarations-xhtml.032.protocol-declaration,2,Declarations > Protocol Declaration,Protocol Declaration,teachable,swift.protocols.syntax,swift.protocols.syntax,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Protocol-Property-Declaration,referencemanual-declarations-xhtml.033.protocol-property-declaration,3,Declarations > Protocol Declaration > Protocol Property Declaration,Protocol Property Declaration,teachable,swift.protocols.property-requirement,swift.protocols.property-requirement,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Protocol-Method-Declaration,referencemanual-declarations-xhtml.034.protocol-method-declaration,3,Declarations > Protocol Declaration > Protocol Method Declaration,Protocol Method Declaration,teachable,swift.protocols.method-requirement,swift.protocols.method-requirement,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Protocol-Initializer-Declaration,referencemanual-declarations-xhtml.035.protocol-initializer-declaration,3,Declarations > Protocol Declaration > Protocol Initializer Declaration,Protocol Initializer Declaration,teachable,swift.protocols.initializer-requirement,swift.protocols.initializer-requirement,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Protocol-Subscript-Declaration,referencemanual-declarations-xhtml.036.protocol-subscript-declaration,3,Declarations > Protocol Declaration > Protocol Subscript Declaration,Protocol Subscript Declaration,teachable,swift.subscripts.syntax,swift.subscripts.syntax,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Protocol-Associated-Type-Declaration,referencemanual-declarations-xhtml.037.protocol-associated-type-declaration,3,Declarations > Protocol Declaration > Protocol Associated Type Declaration,Protocol Associated Type Declaration,teachable,swift.generics.associated-type,swift.generics.associated-type,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Initializer-Declaration,referencemanual-declarations-xhtml.038.initializer-declaration,2,Declarations > Initializer Declaration,Initializer Declaration,teachable,swift.initialization.basic,swift.initialization.basic,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Failable-Initializers,referencemanual-declarations-xhtml.039.failable-initializers,3,Declarations > Initializer Declaration > Failable Initializers,Failable Initializers,teachable,swift.initialization.failable,swift.initialization.failable,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Deinitializer-Declaration,referencemanual-declarations-xhtml.040.deinitializer-declaration,2,Declarations > Deinitializer Declaration,Deinitializer Declaration,teachable,swift.deinitialization.syntax,swift.deinitialization.syntax,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Extension-Declaration,referencemanual-declarations-xhtml.041.extension-declaration,2,Declarations > Extension Declaration,Extension Declaration,teachable,swift.extensions.syntax,swift.extensions.syntax,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Conditional-Conformance,referencemanual-declarations-xhtml.042.conditional-conformance,3,Declarations > Extension Declaration > Conditional Conformance,Conditional Conformance,teachable,swift.protocols.conditional-conformance,swift.protocols.conditional-conformance,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Overridden-Requirements-Arent-Used-in-Some-Generic-Contexts,referencemanual-declarations-xhtml.043.overridden-requirements-aren-t-used-in-some-generic-contexts,4,Declarations > Extension Declaration > Conditional Conformance > Overridden Requirements Aren't Used in Some Generic Contexts,Overridden Requirements Aren't Used in Some Generic Contexts,teachable,swift.protocols.generic-static-dispatch,swift.protocols.generic-static-dispatch,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Protocol-Conformance-Must-Not-Be-Redundant,referencemanual-declarations-xhtml.044.protocol-conformance-must-not-be-redundant,3,Declarations > Extension Declaration > Protocol Conformance Must Not Be Redundant,Protocol Conformance Must Not Be Redundant,teachable,swift.protocols.no-redundant-conformance,swift.protocols.no-redundant-conformance,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Resolving-Explicit-Redundancy,referencemanual-declarations-xhtml.045.resolving-explicit-redundancy,4,Declarations > Extension Declaration > Protocol Conformance Must Not Be Redundant > Resolving Explicit Redundancy,Resolving Explicit Redundancy,teachable,swift.protocols.no-redundant-conformance,swift.protocols.no-redundant-conformance,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Resolving-Implicit-Redundancy,referencemanual-declarations-xhtml.046.resolving-implicit-redundancy,4,Declarations > Extension Declaration > Protocol Conformance Must Not Be Redundant > Resolving Implicit Redundancy,Resolving Implicit Redundancy,teachable,swift.protocols.no-redundant-conformance,swift.protocols.no-redundant-conformance,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Subscript-Declaration,referencemanual-declarations-xhtml.047.subscript-declaration,2,Declarations > Subscript Declaration,Subscript Declaration,teachable,swift.subscripts.syntax,swift.subscripts.syntax,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Type-Subscript-Declarations,referencemanual-declarations-xhtml.048.type-subscript-declarations,3,Declarations > Subscript Declaration > Type Subscript Declarations,Type Subscript Declarations,teachable,swift.subscripts.type,swift.subscripts.type,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Macro-Declaration,referencemanual-declarations-xhtml.049.macro-declaration,2,Declarations > Macro Declaration,Macro Declaration,teachable,swift.macros.declaration,swift.macros.declaration,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Operator-Declaration,referencemanual-declarations-xhtml.050.operator-declaration,2,Declarations > Operator Declaration,Operator Declaration,teachable,swift.operators.custom,swift.operators.custom,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Precedence-Group-Declaration,referencemanual-declarations-xhtml.051.precedence-group-declaration,2,Declarations > Precedence Group Declaration,Precedence Group Declaration,teachable,swift.operators.precedence-group,swift.operators.precedence-group,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Declaration-Modifiers,referencemanual-declarations-xhtml.052.declaration-modifiers,2,Declarations > Declaration Modifiers,Declaration Modifiers,teachable,swift.access.syntax,swift.access.syntax,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Declarations.xhtml,ReferenceManual/Declarations.xhtml#Access-Control-Levels,referencemanual-declarations-xhtml.053.access-control-levels,3,Declarations > Declaration Modifiers > Access Control Levels,Access Control Levels,teachable,swift.access.levels,swift.access.levels,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#attributes,referencemanual-attributes-xhtml.001.attributes,1,Attributes,Attributes,teachable,swift.attributes.available,swift.attributes.available,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#Declaration-Attributes,referencemanual-attributes-xhtml.002.declaration-attributes,2,Attributes > Declaration Attributes,Declaration Attributes,context,,,reviewed-no-lesson,"Reviewed as chapter grouping, grammar notation, or formal summary; no distinct interaction required."
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#attached,referencemanual-attributes-xhtml.003.attached,3,Attributes > Declaration Attributes > attached,attached,teachable,swift.macros.attached,swift.macros.attached,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#available,referencemanual-attributes-xhtml.004.available,3,Attributes > Declaration Attributes > available,available,teachable,swift.attributes.available,swift.attributes.available,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#backDeployed,referencemanual-attributes-xhtml.005.backdeployed,3,Attributes > Declaration Attributes > backDeployed,backDeployed,teachable,swift.attributes.back-deployed,swift.attributes.back-deployed,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#discardableResult,referencemanual-attributes-xhtml.006.discardableresult,3,Attributes > Declaration Attributes > discardableResult,discardableResult,teachable,swift.attributes.discardable-result,swift.attributes.discardable-result,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#dynamicCallable,referencemanual-attributes-xhtml.007.dynamiccallable,3,Attributes > Declaration Attributes > dynamicCallable,dynamicCallable,teachable,swift.attributes.dynamic-callable,swift.attributes.dynamic-callable,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#dynamicMemberLookup,referencemanual-attributes-xhtml.008.dynamicmemberlookup,3,Attributes > Declaration Attributes > dynamicMemberLookup,dynamicMemberLookup,teachable,swift.attributes.dynamic-member,swift.attributes.dynamic-member,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#export,referencemanual-attributes-xhtml.009.export,3,Attributes > Declaration Attributes > export,export,teachable,swift.attributes.export,swift.attributes.export,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#freestanding,referencemanual-attributes-xhtml.010.freestanding,3,Attributes > Declaration Attributes > freestanding,freestanding,teachable,swift.macros.freestanding,swift.macros.freestanding,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#frozen,referencemanual-attributes-xhtml.011.frozen,3,Attributes > Declaration Attributes > frozen,frozen,teachable,swift.attributes.frozen,swift.attributes.frozen,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#GKInspectable,referencemanual-attributes-xhtml.012.gkinspectable,3,Attributes > Declaration Attributes > GKInspectable,GKInspectable,teachable,swift.attributes.interface-builder,swift.attributes.interface-builder,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#globalActor,referencemanual-attributes-xhtml.013.globalactor,3,Attributes > Declaration Attributes > globalActor,globalActor,teachable,swift.concurrency.global-actor,swift.concurrency.global-actor,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#inlinable,referencemanual-attributes-xhtml.014.inlinable,3,Attributes > Declaration Attributes > inlinable,inlinable,teachable,swift.attributes.inlinable,swift.attributes.inlinable,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#main,referencemanual-attributes-xhtml.015.main,3,Attributes > Declaration Attributes > main,main,teachable,swift.attributes.main,swift.attributes.main,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#nonobjc,referencemanual-attributes-xhtml.016.nonobjc,3,Attributes > Declaration Attributes > nonobjc,nonobjc,teachable,swift.attributes.objc-control,swift.attributes.objc-control,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#NSApplicationMain,referencemanual-attributes-xhtml.017.nsapplicationmain,3,Attributes > Declaration Attributes > NSApplicationMain,NSApplicationMain,teachable,swift.attributes.main,swift.attributes.main,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#NSCopying,referencemanual-attributes-xhtml.018.nscopying,3,Attributes > Declaration Attributes > NSCopying,NSCopying,teachable,swift.attributes.ns-copying,swift.attributes.ns-copying,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
The Swift Programming Language (Swift 6.4 beta),language-reference,ReferenceManual/Attributes.xhtml,ReferenceManual/Attributes.xhtml#NSManaged,referencemanual-attributes-xhtml.019.nsmanaged,3,Attributes > Declaration Attributes > NSManaged,NSManaged,teachable,swift.attributes.ns-managed,swift.attributes.ns-managed,reviewed-implemented,Mapped to canonical interactive lesson without duplication.
